ID,Name,Label,Owner,Ownership,Proof,Shonai,Kodomo,Type,Address,Address2,Y,X,Url,Tel,Fax,Full,AgeS,AgeE,Open,Close,H24,Memo,Extra,Temp,Holiday,Night,Vacancy,VacancyDate,Remarks,Parking,Bus,Uniform,Smock,Lunch_u3,Lunch_o3,Trainingwear,Cost,Competition,OpeningDate,Playground,Playroom,Pool,Sakidori,Hoikuroom
幼稚園,千葉しらゆり幼稚園,千葉しらゆり幼稚園,学校法人石渡学園,私立,,,,幼稚園,千葉市花見川区作新台8の7の3,,35.685049,140.086267,http://chibashirayuri.com/,043-259-4214,,370,,,,,,,,,,,,,,,,,,,,,,,,,,,,
幼稚園,花園幼稚園,花園幼稚園,学校法人木嶋学園,私立,,,,幼稚園,千葉市花見川区花園1の3の9,,35.6519,140.075511,http://www.hanazono-kg.ac.jp/,043-271-7837,,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,
幼稚園,花見川幼稚園,花見川幼稚園,学校法人さくら学園,私立,,,,幼稚園,千葉市花見川区花見川4の14の101,,35.692007,140.096307,http://www.chibashi-youchien.gr.jp/guide/photo/hanami/hanamigawa/index.htm,043-259-2637,,170,,,,,,,,,,,,,,,,,,,,,,,,,,,,
幼稚園,まこと第二幼稚園,まこと第二幼稚園,学校法人山口学園,私立,,,,幼稚園,千葉市花見川区花見川6の18,,35.689335,140.100087,http://www.kidslink.jp/makoto-2/,043-259-2602,,190,,,,,,,,,,,,,,,,,,,,,,,,,,,,
幼稚園,まこと第三幼稚園,まこと第三幼稚園,学校法人山口学園,私立,,,,幼稚園,千葉市花見川区こてはし台6の21の1,,35.695623,140.116678,http://www.kidslink.jp/makoto-3/,043-257-6017,,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,
幼稚園,由田学園千葉幼稚園,由田学園千葉幼稚園,学校法人由田学園,私立,,,,幼稚園,千葉市花見川区花見川1の29,,35.687656,140.089758,http://www.chibayouchien.jp/top.html,043-259-7095,,170,,,,,,,,,,,,,,,,,,,,,,,,,,,,
幼稚園,愛隣幼稚園,愛隣幼稚園,学校法人愛隣学園,私立,,,,幼稚園,千葉市稲毛区轟町5の2の12,,35.630727,140.110667,http://www.airinyoutien.com/,043-251-6395,,160,,,,,,,,,,,,,,,,,,,,,,,,,,,,
幼稚園,穴川花園幼稚園,穴川花園幼稚園,学校法人千葉花園学園,私立,,,,幼稚園,千葉市稲毛区穴川町375,,35.638271,140.1086,http://www.anagawa-hanazono.com/,043-251-3514,,270,,,,,,,,,,,,,,,,,,,,,,,,,,,,
幼稚園,あやめ台幼稚園,あやめ台幼稚園,学校法人神栄学園,私立,,,,幼稚園,千葉市稲毛区園生町468の1,,35.64665,140.114995,http://www.ayamedai.ed.jp/,043-253-5301,,360,,,,,,,,,,,,,,,,,,,,,,,,,,,,
幼稚園,あやめ台第二幼稚園,あやめ台第二幼稚園,学校法人神栄学園,私立,,,,幼稚園,千葉市稲毛区柏台1の25,,35.652456,140.110059,http://www.ayamedai.ed.jp/daini/,043-255-7211,,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,
幼稚園,稲毛幼稚園,稲毛幼稚園,学校法人小林学園,私立,,,,幼稚園,千葉市稲毛区稲毛町5の100の1,,35.641784,140.080812,http://www.inage.ed.jp/,043-243-4115,,210,,,,,,,,,,,,,,,,,,,,,,,,,,,,
幼稚園,稲毛すみれ幼稚園,稲毛すみれ幼稚園,学校法人西沢学園,私立,,,,幼稚園,千葉市稲毛区稲毛東1の14の13,,35.634042,140.088704,http://www.inage-sumire.ed.jp/,043-242-6116,,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,
幼稚園,小中台幼稚園,小中台幼稚園,学校法人誠真学園,私立,,,,幼稚園,千葉市稲毛区小仲台8の20の1,,35.645192,140.0892,http://www.ans.co.jp/k/konakadai/,043-255-3627,,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,
幼稚園,山王幼稚園,山王幼稚園,学校法人山王学園,私立,,,,幼稚園,千葉市稲毛区山王町153の2,,35.664877,140.1405,http://www.sannoukids.com/,043-423-3331,,270,,,,,,,,,,,,,,,,,,,,,,,,,,,,
幼稚園,園生幼稚園,園生幼稚園,学校法人笠川学園,私立,,,,幼稚園,千葉市稲毛区園生町956の6,,35.641638,140.104504,http://www.sonnou.ac.jp/,043-251-5002,,270,,,,,,,,,,,,,,,,,,,,,,,,,,,,
幼稚園,土岐幼稚園,土岐幼稚園,学校法人土岐学園,私立,,,,幼稚園,千葉市稲毛区緑町1の5の17,,35.624314,140.098692,http://www.tokigakuen.ac.jp/yochien/,043-242-2561,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
幼稚園,弥生幼稚園,弥生幼稚園,学校法人神美学園,私立,,,,幼稚園,千葉市稲毛区穴川1の4の6,,35.632205,140.103795,http://www.yayoi5.com/goannai.html,043-253-5311,,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,
幼稚園,泉幼稚園,泉幼稚園,学校法人栄伸学園,私立,,,,幼稚園,千葉市若葉区小倉台3の11の1,,35.628023,140.174331,http://izumi.eishingakuen.ed.jp/,043-231-0802,,190,,,,,,,,,,,,,,,,,,,,,,,,,,,,
幼稚園,大宮幼稚園,大宮幼稚園,学校法人御園学園,私立,,,,幼稚園,千葉市若葉区大宮台6の10の3,,35.595374,140.18176,http://www.omiyayochien.jp/,043-261-3918,,170,,,,,,,,,,,,,,,,,,,,,,,,,,,,
幼稚園,加曽利幼稚園,加曽利幼稚園,学校法人桐葉学園,私立,,,,幼稚園,千葉市若葉区加曽利町953の3,,35.614204,140.156209,http://www.kasoriyouchien.com/,043-231-3065,,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,
幼稚園,千城東幼稚園,千城東幼稚園,学校法人泉学園,私立,,,,幼稚園,千葉市若葉区千城台東3の14の13,,35.616568,140.194388,http://www.chibashi-youchien.gr.jp/guide/photo/wakaba/tishiroh/,043-237-9356,,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,
幼稚園,千城台南幼稚園,千城台南幼稚園,学校法人城南学園,私立,,,,幼稚園,千葉市若葉区千城台南2の8の4,,35.618796,140.186572,http://minami-2370552.sakura.ne.jp/,043-237-0552,,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,
幼稚園,千葉聖心幼稚園,千葉聖心幼稚園,学校法人森島学園,私立,,,,幼稚園,千葉市若葉区みつわ台3の6,,35.640559,140.136792,http://seishin-m.ed.jp/,043-255-3606,,270,,,,,,,,,,,,,,,,,,,,,,,,,,,,
幼稚園,千葉文化幼稚園,千葉文化幼稚園,学校法人文化学園,私立,,,,幼稚園,千葉市若葉区桜木4の16の38,,35.624603,140.157539,http://www.bunkagakuen.jp/chiba-index.html,043-231-0304,,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,
幼稚園,都賀の台幼稚園,都賀の台幼稚園,学校法人朋徳学園,私立,,,,幼稚園,千葉市若葉区都賀の台4の26の15,,35.64343,140.147555,http://www.tsuganodai.ed.jp/,043-256-1981,,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,
幼稚園,のぞみ幼稚園,のぞみ幼稚園,学校法人信愛学園,私立,,,,幼稚園,千葉市若葉区千城台西1の31の1,,35.625544,140.182096,http://www.nozomi-kg.jp/,043-237-1394,,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,
幼稚園,へいわ幼稚園,へいわ幼稚園,学校法人信愛学園,私立,,,,幼稚園,千葉市若葉区千城台東1の6の2,,35.620134,140.192068,http://www.heiwa.ed.jp/,043-237-0551,,270,,,,,,,,,,,,,,,,,,,,,,,,,,,,
幼稚園,まこと東幼稚園,まこと東幼稚園,学校法人誠和学園,私立,,,,幼稚園,千葉市若葉区みつわ台2の22の3,,35.636451,140.130499,http://www.kidslink.jp/makoto_higashi/,043-255-9696,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
幼稚園,みのり幼稚園,みのり幼稚園,学校法人幸正学園,私立,,,,幼稚園,千葉市若葉区都賀5の20の26,,35.637508,140.154911,http://www.minoriyouchien.jp/,043-231-0652,,320,,,,,,,,,,,,,,,,,,,,,,,,,,,,
幼稚園,やまびこ幼稚園,やまびこ幼稚園,学校法人鎌田学園,私立,,,,幼稚園,千葉市若葉区高根町898の2,,35.596768,140.21518,http://yamabiko-chiba.ed.jp/,043-228-3320,,240,,,,,,,,,,,,,,,,,,,,,,,,,,,,
幼稚園,若松台幼稚園,若松台幼稚園,学校法人千葉学研,私立,,,,幼稚園,千葉市若葉区若松町401,,35.645326,140.169758,http://www.wakamatsudai-youchien.com/,043-232-5177,,370,,,,,,,,,,,,,,,,,,,,,,,,,,,,
幼稚園,あすみ中央幼稚園,あすみ中央幼稚園,学校法人小川学園,私立,,,,幼稚園,千葉市緑区あすみが丘6丁目23番地の2,,35.519055,140.264092,http://www.chuo-kg.ac.jp/asumi/index_asumi.html,043-205-2209,,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,
幼稚園,鏡戸幼稚園,鏡戸幼稚園,学校法人鏡戸学園,私立,,,,幼稚園,千葉市緑区大木戸町428の1,,35.528723,140.248295,http://www.ans.co.jp/k/kagamido/,043-294-5611,,340,,,,,,,,,,,,,,,,,,,,,,,,,,,,
幼稚園,こざくら幼稚園,こざくら幼稚園,学校法人こざくら学園,私立,,,,幼稚園,千葉市緑区平山町65の1,,35.583162,140.180201,http://kozakura-kg.jp/,043-263-0435,,310,,,,,,,,,,,,,,,,,,,,,,,,,,,,
幼稚園,聖母マリア幼稚園,聖母マリア幼稚園,学校法人レストナック学園,私立,,,,幼稚園,千葉市緑区辺田町552,,35.563049,140.183857,http://www.seibomaria.jp/,043-291-1352,,260,,,,,,,,,,,,,,,,,,,,,,,,,,,,
幼稚園,土気中央幼稚園,土気中央幼稚園,学校法人小川学園,私立,,,,幼稚園,千葉市緑区土気町1630の7,,35.531389,140.271999,http://www.chuo-kg.ac.jp/toke/index_toke.html,043-226-5156,,370,,,,,,,,,,,,,,,,,,,,,,,,,,,,
幼稚園,花水木幼稚園,花水木幼稚園,学校法人市原学園,私立,,,,幼稚園,千葉市緑区おゆみ野中央6の13の1,,35.552816,140.176235,http://hanamizukiyouchien.com/,043-291-0880,,270,,,,,,,,,,,,,,,,,,,,,,,,,,,,
幼稚園,おゆみ野南幼稚園,おゆみ野南幼稚園,学校法人宇野学園,私立,,,,幼稚園,千葉市緑区大金沢町381の1,,35.539304,140.189123,http://www.oyuminominami.jp/,043-300-0113,,370,,,,,,,,,,,,,,,,,,,,,,,,,,,,
幼稚園,磯辺白百合幼稚園,磯辺白百合幼稚園,学校法人清峯学園,私立,,,,幼稚園,千葉市美浜区磯辺4の14の1,,35.631805,140.059283,http://www.isobe-shirayuri.ed.jp/,043-277-2525,,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,
幼稚園,植草学園大学附属美浜幼稚園,植草学園大学附属美浜幼稚園,学校法人植草学園,私立,,,,幼稚園,千葉市美浜区高洲1の17の8,,35.631151,140.077246,http://pre-school.uekusa.ac.jp/,043-277-2361,,270,,,,,,,,,,,,,,,,,,,,,,,,,,,,
幼稚園,こざくら第二幼稚園,こざくら第二幼稚園,学校法人こざくら学園,私立,,,,幼稚園,千葉市美浜区真砂4の17の2,,35.641462,140.058063,http://www.kozakura.ed.jp/,043-278-2578,,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,
幼稚園,子鹿幼稚園,子鹿幼稚園,学校法人ポーロニア学園,私立,,,,幼稚園,千葉市美浜区幸町1の5の1,,35.612434,140.102651,http://www.kojika-kind.com/,043-242-8741,,270,,,,,,,,,,,,,,,,,,,,,,,,,,,,
幼稚園,城徳学園いそべ幼稚園,城徳学園いそべ幼稚園,学校法人城徳学園,私立,,,,幼稚園,千葉市美浜区磯辺7の16の1,,35.636192,140.053087,http://www.it-service.co.jp/a/shinkemigawa_kg/,043-277-3113,,270,,,,,,,,,,,,,,,,,,,,,,,,,,,,
幼稚園,千葉敬愛短期大学附属幼稚園,千葉敬愛短期大学附属幼稚園,学校法人千葉敬愛学園,私立,,,,幼稚園,千葉市美浜区高洲2の2の16,,35.625477,140.080438,http://kg.chibakeiai.ac.jp/,043-242-8746,,270,,,,,,,,,,,,,,,,,,,,,,,,,,,,
幼稚園,千葉白菊幼稚園,千葉白菊幼稚園,学校法人千葉白菊学園,私立,,,,幼稚園,千葉市美浜区幸町2の12の8,,35.620689,140.091221,http://shiragiku.ac.jp/,043-241-6600,,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,
幼稚園,ひばり幼稚園,ひばり幼稚園,学校法人国際学園,私立,,,,幼稚園,千葉市美浜区真砂5の24の1,,35.645982,140.062654,http://www.kidslink.jp/hibari/,043-278-0912,,270,,,,,,,,,,,,,,,,,,,,,,,,,,,,
幼稚園,真砂白百合幼稚園,真砂白百合幼稚園,学校法人清峯学園,私立,,,,幼稚園,千葉市美浜区真砂3の14の2,,35.63669,140.064645,http://www.masago-shirayuri.ed.jp/,043-278-0023,,270,,,,,,,,,,,,,,,,,,,,,,,,,,,,
幼稚園,真砂第一幼稚園,真砂第一幼稚園,学校法人川上学園,私立,,,,幼稚園,千葉県千葉市美浜区真砂2丁目17-82,,35.640597,140.0683,http://masago1.sakura.ne.jp/,043-278-0011,,270,,,,,,,,,,,,,,,,,,,,,,,,,,,,
幼稚園,めぐみ幼稚園,めぐみ幼稚園,学校法人杉森学園,私立,,,,幼稚園,千葉市美浜区高浜3の2の1,,35.620367,140.066177,http://www.megumiyouchien.com/,043-278-3502,,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,
幼稚園,芳野学園附属幼稚園,芳野学園附属幼稚園,学校法人芳野学園,私立,,,,幼稚園,千葉市美浜区幕張西3の2の9,,35.663649,140.038964,http://www.yoshinogakuen.ac.jp/kids/index.html,043-272-8500,,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,
幼稚園,幕張インターナショナルスクール幼稚園,幕張インターナショナルスクール幼稚園,学校法人幕張インターナショナルスクール,私立,,,,幼稚園,千葉市美浜区若葉3の2の9,,35.647844,140.050311,http://www.mis.ed.jp/jpn/index.html,043-296-0277,,144,,,,,,,,,,,,,,,,,,,,,,,,,,,,
